,votes,eevp,eevp_source,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd
6966,14211,3,edison,2020-11-04T02:10:27Z,south-dakota,430000,227721,363815,370093,0.693,0.284,0
6967,15599,4,edison,2020-11-04T02:11:27Z,south-dakota,430000,227721,363815,370093,0.698,0.279,0
6968,17400,4,edison,2020-11-04T02:11:57Z,south-dakota,430000,227721,363815,370093,0.68,0.297,0
6969,20790,5,edison,2020-11-04T02:17:51Z,south-dakota,430000,227721,363815,370093,0.681,0.295,0
6970,33614,8,edison,2020-11-04T02:22:45Z,south-dakota,430000,227721,363815,370093,0.617,0.359,0
6971,36853,9,edison,2020-11-04T02:27:43Z,south-dakota,430000,227721,363815,370093,0.625,0.35,0
6972,51399,12,edison,2020-11-04T02:31:17Z,south-dakota,430000,227721,363815,370093,0.626,0.348,0
6973,53475,13,edison,2020-11-04T02:36:21Z,south-dakota,430000,227721,363815,370093,0.627,0.347,0
6974,63508,15,edison,2020-11-04T02:36:27Z,south-dakota,430000,227721,363815,370093,0.626,0.348,0
6975,75090,18,edison,2020-11-04T02:39:57Z,south-dakota,430000,227721,363815,370093,0.612,0.363,0
6976,75513,18,edison,2020-11-04T02:42:17Z,south-dakota,430000,227721,363815,370093,0.613,0.362,0
6977,77891,19,edison,2020-11-04T02:42:27Z,south-dakota,430000,227721,363815,370093,0.615,0.359,0
6978,79255,19,edison,2020-11-04T02:42:59Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
6979,80388,19,edison,2020-11-04T02:47:15Z,south-dakota,430000,227721,363815,370093,0.619,0.355,0
6980,81459,20,edison,2020-11-04T02:47:34Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
6981,82123,20,edison,2020-11-04T02:49:17Z,south-dakota,430000,227721,363815,370093,0.617,0.357,0
6982,82299,20,edison,2020-11-04T02:51:42Z,south-dakota,430000,227721,363815,370093,0.617,0.357,0
6983,82869,20,edison,2020-11-04T02:51:45Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
6984,88095,21,edison,2020-11-04T02:53:28Z,south-dakota,430000,227721,363815,370093,0.622,0.352,0
6985,88846,21,edison,2020-11-04T02:55:36Z,south-dakota,430000,227721,363815,370093,0.623,0.351,0
6986,91752,22,edison,2020-11-04T02:58:21Z,south-dakota,430000,227721,363815,370093,0.624,0.35,0
6987,94211,23,edison,2020-11-04T02:58:39Z,south-dakota,430000,227721,363815,370093,0.626,0.348,0
6988,96069,23,edison,2020-11-04T02:59:35Z,south-dakota,430000,227721,363815,370093,0.627,0.346,0
6989,104501,25,edison,2020-11-04T03:02:55Z,south-dakota,430000,227721,363815,370093,0.634,0.34,0
6990,104990,25,edison,2020-11-04T03:06:58Z,south-dakota,430000,227721,363815,370093,0.635,0.339,0
6991,110718,27,edison,2020-11-04T03:07:43Z,south-dakota,430000,227721,363815,370093,0.641,0.333,0
6992,117908,28,edison,2020-11-04T03:12:12Z,south-dakota,430000,227721,363815,370093,0.645,0.33,0
6993,123860,30,edison,2020-11-04T03:16:35Z,south-dakota,430000,227721,363815,370093,0.65,0.324,0
6994,125292,30,edison,2020-11-04T03:17:27Z,south-dakota,430000,227721,363815,370093,0.649,0.325,0
6995,129133,31,edison,2020-11-04T03:23:11Z,south-dakota,430000,227721,363815,370093,0.651,0.323,0
6996,129682,31,edison,2020-11-04T03:23:45Z,south-dakota,430000,227721,363815,370093,0.651,0.323,0
6997,135681,33,edison,2020-11-04T03:27:55Z,south-dakota,430000,227721,363815,370093,0.653,0.321,0
6998,138881,33,edison,2020-11-04T03:32:40Z,south-dakota,430000,227721,363815,370093,0.657,0.318,0
6999,140222,34,edison,2020-11-04T03:35:23Z,south-dakota,430000,227721,363815,370093,0.656,0.318,0
7000,142408,34,edison,2020-11-04T03:35:51Z,south-dakota,430000,227721,363815,370093,0.657,0.318,0
7001,150295,36,edison,2020-11-04T03:37:18Z,south-dakota,430000,227721,363815,370093,0.66,0.314,0
7002,154029,37,edison,2020-11-04T03:42:59Z,south-dakota,430000,227721,363815,370093,0.662,0.312,0
7003,154261,37,edison,2020-11-04T03:46:23Z,south-dakota,430000,227721,363815,370093,0.662,0.312,0
7004,160823,39,edison,2020-11-04T03:50:32Z,south-dakota,430000,227721,363815,370093,0.664,0.311,0
7005,164620,40,edison,2020-11-04T03:53:02Z,south-dakota,430000,227721,363815,370093,0.663,0.311,0
7006,165911,40,edison,2020-11-04T03:53:17Z,south-dakota,430000,227721,363815,370093,0.663,0.311,0
7007,167436,40,edison,2020-11-04T03:54:28Z,south-dakota,430000,227721,363815,370093,0.66,0.314,0
7008,206273,50,edison,2020-11-04T03:58:11Z,south-dakota,430000,227721,363815,370093,0.641,0.333,0
7009,209103,50,edison,2020-11-04T03:58:51Z,south-dakota,430000,227721,363815,370093,0.642,0.332,0
7010,215042,52,edison,2020-11-04T04:01:36Z,south-dakota,430000,227721,363815,370093,0.644,0.33,0
7011,219427,53,edison,2020-11-04T04:08:28Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7012,220707,53,edison,2020-11-04T04:11:17Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7013,241313,58,edison,2020-11-04T04:12:23Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7014,245094,59,edison,2020-11-04T04:18:15Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7015,245326,59,edison,2020-11-04T04:22:24Z,south-dakota,430000,227721,363815,370093,0.646,0.327,0
7016,248856,60,edison,2020-11-04T04:22:53Z,south-dakota,430000,227721,363815,370093,0.646,0.327,0
7017,255490,62,edison,2020-11-04T04:26:41Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7018,258546,62,edison,2020-11-04T04:32:36Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7019,266100,64,edison,2020-11-04T04:38:46Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7020,266100,64,edison,2020-11-04T04:41:38Z,south-dakota,430000,227721,363815,370093,0.643,0.33,0
7021,266374,64,edison,2020-11-04T04:41:46Z,south-dakota,430000,227721,363815,370093,0.644,0.33,0
7022,267088,64,edison,2020-11-04T04:41:58Z,south-dakota,430000,227721,363815,370093,0.643,0.331,0
7023,268352,65,edison,2020-11-04T04:42:34Z,south-dakota,430000,227721,363815,370093,0.643,0.33,0
7024,274773,66,edison,2020-11-04T04:43:11Z,south-dakota,430000,227721,363815,370093,0.644,0.33,0
7025,275372,66,edison,2020-11-04T04:43:45Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7026,279381,67,edison,2020-11-04T04:46:34Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7027,280076,67,edison,2020-11-04T04:51:46Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7028,280574,68,edison,2020-11-04T04:52:28Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7029,280685,68,edison,2020-11-04T04:53:54Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7030,280987,68,edison,2020-11-04T04:57:24Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7031,282445,68,edison,2020-11-04T05:01:20Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7032,286999,69,edison,2020-11-04T05:02:10Z,south-dakota,430000,227721,363815,370093,0.649,0.325,0
7033,286999,69,edison,2020-11-04T05:03:52Z,south-dakota,430000,227721,363815,370093,0.648,0.327,0
7034,287123,69,edison,2020-11-04T05:06:12Z,south-dakota,430000,227721,363815,370093,0.648,0.327,0
7035,288244,69,edison,2020-11-04T05:07:24Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7036,288639,70,edison,2020-11-04T05:11:11Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7037,291797,70,edison,2020-11-04T05:14:30Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7038,308729,74,edison,2020-11-04T05:16:35Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7039,314168,76,edison,2020-11-04T05:23:00Z,south-dakota,430000,227721,363815,370093,0.647,0.327,0
7040,319563,77,edison,2020-11-04T05:27:26Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7041,325411,78,edison,2020-11-04T05:31:56Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7042,325502,78,edison,2020-11-04T05:32:14Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7043,325507,78,edison,2020-11-04T05:33:20Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7044,326400,79,edison,2020-11-04T05:37:13Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7045,326994,79,edison,2020-11-04T05:42:02Z,south-dakota,430000,227721,363815,370093,0.647,0.326,0
7046,328931,79,edison,2020-11-04T05:44:35Z,south-dakota,430000,227721,363815,370093,0.647,0.326,0
7047,332808,80,edison,2020-11-04T05:46:50Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7048,334892,81,edison,2020-11-04T05:48:04Z,south-dakota,430000,227721,363815,370093,0.645,0.328,0
7049,335389,81,edison,2020-11-04T05:51:48Z,south-dakota,430000,227721,363815,370093,0.645,0.328,0
7050,335707,81,edison,2020-11-04T05:56:57Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7051,339592,82,edison,2020-11-04T06:01:47Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7052,341785,82,edison,2020-11-04T06:06:25Z,south-dakota,430000,227721,363815,370093,0.644,0.329,0
7053,343443,83,edison,2020-11-04T06:15:54Z,south-dakota,430000,227721,363815,370093,0.644,0.33,0
7054,358631,86,edison,2020-11-04T06:20:53Z,south-dakota,430000,227721,363815,370093,0.642,0.331,0
7055,360437,87,edison,2020-11-04T06:30:53Z,south-dakota,430000,227721,363815,370093,0.642,0.332,0
7056,369109,89,edison,2020-11-04T06:35:52Z,south-dakota,430000,227721,363815,370093,0.641,0.333,0
7057,373345,90,edison,2020-11-04T06:50:50Z,south-dakota,430000,227721,363815,370093,0.641,0.332,0
7058,373491,90,edison,2020-11-04T06:55:53Z,south-dakota,430000,227721,363815,370093,0.641,0.332,0
7059,375204,90,edison,2020-11-04T07:01:50Z,south-dakota,430000,227721,363815,370093,0.642,0.331,0
7060,377001,91,edison,2020-11-04T07:05:52Z,south-dakota,430000,227721,363815,370093,0.641,0.332,0
7061,377061,91,edison,2020-11-04T07:10:04Z,south-dakota,430000,227721,363815,370093,0.641,0.332,0
7062,377224,91,edison,2020-11-04T07:11:50Z,south-dakota,430000,227721,363815,370093,0.641,0.332,0
7063,377747,91,edison,2020-11-04T07:15:15Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7064,378160,91,edison,2020-11-04T07:21:49Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7065,378979,91,edison,2020-11-04T07:25:50Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7066,379779,92,edison,2020-11-04T07:45:50Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7067,381097,92,edison,2020-11-04T07:56:50Z,south-dakota,430000,227721,363815,370093,0.641,0.333,0
7068,381611,92,edison,2020-11-04T08:20:53Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7069,381614,92,edison,2020-11-04T15:15:51Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7070,381616,92,edison,2020-11-04T15:20:52Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7071,381617,92,edison,2020-11-04T15:30:53Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7072,381618,92,edison,2020-11-04T15:36:22Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7073,381619,92,edison,2020-11-04T15:45:50Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7074,381621,92,edison,2020-11-04T15:55:51Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7075,381623,92,edison,2020-11-04T16:01:18Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7076,381625,92,edison,2020-11-04T16:11:52Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7077,381627,92,edison,2020-11-04T16:20:51Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7078,381628,92,edison,2020-11-04T17:05:55Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7079,381629,92,edison,2020-11-04T17:11:52Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7080,381630,92,edison,2020-11-04T17:45:58Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7081,381632,92,edison,2020-11-04T18:05:53Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7082,381633,92,edison,2020-11-04T18:11:52Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7083,381638,92,edison,2020-11-04T18:40:57Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7084,381639,92,edison,2020-11-04T20:45:52Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7085,381646,92,edison,2020-11-04T21:11:53Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7086,381647,92,edison,2020-11-04T21:35:51Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7087,381648,92,edison,2020-11-04T21:45:52Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7088,381650,92,edison,2020-11-04T21:51:16Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7089,381652,92,edison,2020-11-04T21:55:52Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7090,381653,92,edison,2020-11-04T23:05:52Z,south-dakota,430000,227721,363815,370093,0.64,0.333,0
7091,422227,99,edison,2020-11-04T23:45:56Z,south-dakota,430000,227721,363815,370093,0.617,0.357,0
7092,422641,99,edison,2020-11-04T23:51:50Z,south-dakota,430000,227721,363815,370093,0.616,0.357,0
7093,422642,99,edison,2020-11-05T14:31:18Z,south-dakota,430000,227721,363815,370093,0.616,0.357,0
7094,422645,99,edison,2020-11-05T14:35:45Z,south-dakota,430000,227721,363815,370093,0.616,0.357,0
7095,422646,99,edison,2020-11-05T15:01:08Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7096,422649,99,edison,2020-11-05T15:01:46Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7097,422654,99,edison,2020-11-05T15:21:10Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7098,422656,99,edison,2020-11-05T15:25:45Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7099,422657,99,edison,2020-11-05T15:31:12Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7100,422659,99,edison,2020-11-05T15:35:45Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7101,422660,99,edison,2020-11-05T15:45:49Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7102,422661,99,edison,2020-11-05T16:55:45Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7103,422662,99,edison,2020-11-05T17:35:45Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7104,422665,99,edison,2020-11-05T17:51:46Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7105,422667,99,edison,2020-11-05T18:41:49Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7106,422668,99,edison,2020-11-05T19:25:42Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7107,422673,99,edison,2020-11-05T22:25:42Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7108,422677,99,edison,2020-11-06T21:10:40Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7109,422678,99,edison,2020-11-06T21:20:38Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
7110,0,0,edison,2020-11-04T10:00:04Z,tennessee,3060000,1522925,2458577,2508027,0.0,0.0,0
7111,56598,2,edison,2020-11-04T01:06:57Z,tennessee,3060000,1522925,2458577,2508027,0.724,0.264,0
7112,76207,3,edison,2020-11-04T01:07:57Z,tennessee,3060000,1522925,2458577,2508027,0.73,0.258,0
7113,101623,3,edison,2020-11-04T01:09:05Z,tennessee,3060000,1522925,2458577,2508027,0.734,0.255,0
7114,124565,4,edison,2020-11-04T01:10:00Z,tennessee,3060000,1522925,2458577,2508027,0.737,0.252,0
7115,130377,4,edison,2020-11-04T01:10:57Z,tennessee,3060000,1522925,2458577,2508027,0.739,0.25,0
7116,140712,5,edison,2020-11-04T01:12:05Z,tennessee,3060000,1522925,2458577,2508027,0.743,0.246,0
7117,149743,5,edison,2020-11-04T01:12:57Z,tennessee,3060000,1522925,2458577,2508027,0.744,0.246,0
7118,186335,6,edison,2020-11-04T01:13:58Z,tennessee,3060000,1522925,2458577,2508027,0.751,0.237,0
7119,195425,7,edison,2020-11-04T01:14:57Z,tennessee,3060000,1522925,2458577,2508027,0.752,0.237,0
7120,211957,7,edison,2020-11-04T01:15:38Z,tennessee,3060000,1522925,2458577,2508027,0.747,0.241,0
7121,253249,9,edison,2020-11-04T01:15:59Z,tennessee,3060000,1522925,2458577,2508027,0.723,0.266,0
7122,253685,9,edison,2020-11-04T01:16:56Z,tennessee,3060000,1522925,2458577,2508027,0.722,0.266,0
7123,293180,10,edison,2020-11-04T01:18:58Z,tennessee,3060000,1522925,2458577,2508027,0.721,0.267,0
7124,325756,11,edison,2020-11-04T01:19:57Z,tennessee,3060000,1522925,2458577,2508027,0.721,0.267,0
7125,353145,12,edison,2020-11-04T01:20:59Z,tennessee,3060000,1522925,2458577,2508027,0.724,0.264,0
7126,353196,12,edison,2020-11-04T01:21:41Z,tennessee,3060000,1522925,2458577,2508027,0.724,0.264,0
7127,359805,12,edison,2020-11-04T01:22:55Z,tennessee,3060000,1522925,2458577,2508027,0.727,0.262,0
7128,401106,14,edison,2020-11-04T01:23:58Z,tennessee,3060000,1522925,2458577,2508027,0.725,0.263,0
7129,406564,14,edison,2020-11-04T01:24:56Z,tennessee,3060000,1522925,2458577,2508027,0.726,0.262,0
7130,420639,14,edison,2020-11-04T01:25:57Z,tennessee,3060000,1522925,2458577,2508027,0.727,0.261,0
7131,428544,15,edison,2020-11-04T01:26:57Z,tennessee,3060000,1522925,2458577,2508027,0.727,0.26,0
7132,428563,15,edison,2020-11-04T01:27:02Z,tennessee,3060000,1522925,2458577,2508027,0.727,0.26,0
7133,476993,16,edison,2020-11-04T01:27:57Z,tennessee,3060000,1522925,2458577,2508027,0.727,0.261,0
7134,477602,16,edison,2020-11-04T01:28:55Z,tennessee,3060000,1522925,2458577,2508027,0.727,0.26,0
7135,478332,16,edison,2020-11-04T01:29:23Z,tennessee,3060000,1522925,2458577,2508027,0.727,0.26,0
7136,478627,16,edison,2020-11-04T01:29:58Z,tennessee,3060000,1522925,2458577,2508027,0.727,0.26,0
7137,489286,17,edison,2020-11-04T01:30:56Z,tennessee,3060000,1522925,2458577,2508027,0.726,0.261,0
7138,547224,19,edison,2020-11-04T01:32:00Z,tennessee,3060000,1522925,2458577,2508027,0.728,0.259,0
7139,657641,23,edison,2020-11-04T01:33:19Z,tennessee,3060000,1522925,2458577,2508027,0.684,0.303,0
7140,658588,23,edison,2020-11-04T01:33:56Z,tennessee,3060000,1522925,2458577,2508027,0.684,0.303,0
7141,687002,24,edison,2020-11-04T01:34:11Z,tennessee,3060000,1522925,2458577,2508027,0.684,0.303,0
7142,687581,24,edison,2020-11-04T01:34:56Z,tennessee,3060000,1522925,2458577,2508027,0.684,0.303,0
7143,688291,24,edison,2020-11-04T01:36:01Z,tennessee,3060000,1522925,2458577,2508027,0.684,0.303,0
7144,692557,24,edison,2020-11-04T01:36:57Z,tennessee,3060000,1522925,2458577,2508027,0.685,0.302,0
7145,693711,24,edison,2020-11-04T01:37:58Z,tennessee,3060000,1522925,2458577,2508027,0.685,0.302,0
7146,726660,25,edison,2020-11-04T01:38:58Z,tennessee,3060000,1522925,2458577,2508027,0.689,0.298,0
7147,749878,26,edison,2020-11-04T01:40:55Z,tennessee,3060000,1522925,2458577,2508027,0.691,0.295,0
7148,751010,26,edison,2020-11-04T01:41:56Z,tennessee,3060000,1522925,2458577,2508027,0.692,0.295,0
7149,962272,33,edison,2020-11-04T01:49:58Z,tennessee,3060000,1522925,2458577,2508027,0.681,0.305,0
7150,962296,33,edison,2020-11-04T01:50:18Z,tennessee,3060000,1522925,2458577,2508027,0.681,0.305,0
7151,964885,33,edison,2020-11-04T01:50:58Z,tennessee,3060000,1522925,2458577,2508027,0.681,0.305,0
7152,1023089,35,edison,2020-11-04T01:52:04Z,tennessee,3060000,1522925,2458577,2508027,0.686,0.3,0
7153,1034509,36,edison,2020-11-04T01:52:58Z,tennessee,3060000,1522925,2458577,2508027,0.687,0.299,0
7154,1304815,45,edison,2020-11-04T01:54:03Z,tennessee,3060000,1522925,2458577,2508027,0.612,0.372,0
7155,1323620,45,edison,2020-11-04T01:54:58Z,tennessee,3060000,1522925,2458577,2508027,0.615,0.369,0
7156,1323638,45,edison,2020-11-04T01:55:09Z,tennessee,3060000,1522925,2458577,2508027,0.615,0.369,0
7157,1329596,46,edison,2020-11-04T01:55:56Z,tennessee,3060000,1522925,2458577,2508027,0.616,0.368,0
7158,1330670,46,edison,2020-11-04T01:56:24Z,tennessee,3060000,1522925,2458577,2508027,0.616,0.367,0
7159,1335678,46,edison,2020-11-04T01:57:01Z,tennessee,3060000,1522925,2458577,2508027,0.617,0.367,0
7160,1335738,46,edison,2020-11-04T01:57:10Z,tennessee,3060000,1522925,2458577,2508027,0.617,0.367,0
7161,1339476,46,edison,2020-11-04T01:57:57Z,tennessee,3060000,1522925,2458577,2508027,0.617,0.366,0
7162,1649153,57,edison,2020-11-04T02:10:47Z,tennessee,3060000,1522925,2458577,2508027,0.619,0.364,0
7163,1694533,58,edison,2020-11-04T02:13:20Z,tennessee,3060000,1522925,2458577,2508027,0.623,0.36,0
7164,1694556,58,edison,2020-11-04T02:13:48Z,tennessee,3060000,1522925,2458577,2508027,0.623,0.36,0
7165,1769819,61,edison,2020-11-04T02:19:16Z,tennessee,3060000,1522925,2458577,2508027,0.622,0.36,0
7166,1778177,61,edison,2020-11-04T02:19:55Z,tennessee,3060000,1522925,2458577,2508027,0.623,0.36,0
7167,1794686,62,edison,2020-11-04T02:22:04Z,tennessee,3060000,1522925,2458577,2508027,0.624,0.358,0
7168,1796670,62,edison,2020-11-04T02:22:26Z,tennessee,3060000,1522925,2458577,2508027,0.624,0.358,0
7169,1797031,62,edison,2020-11-04T02:22:45Z,tennessee,3060000,1522925,2458577,2508027,0.624,0.358,0
7170,1878947,65,edison,2020-11-04T02:28:17Z,tennessee,3060000,1522925,2458577,2508027,0.629,0.354,0
7171,1899177,65,edison,2020-11-04T02:29:53Z,tennessee,3060000,1522925,2458577,2508027,0.63,0.352,0
7172,2199523,76,edison,2020-11-04T02:30:53Z,tennessee,3060000,1522925,2458577,2508027,0.591,0.391,0
7173,2218099,76,edison,2020-11-04T02:31:35Z,tennessee,3060000,1522925,2458577,2508027,0.592,0.39,0
7174,2226229,77,edison,2020-11-04T02:34:54Z,tennessee,3060000,1522925,2458577,2508027,0.593,0.39,0
7175,2414124,83,edison,2020-11-04T02:46:47Z,tennessee,3060000,1522925,2458577,2508027,0.599,0.383,0
7176,2439439,84,edison,2020-11-04T02:47:28Z,tennessee,3060000,1522925,2458577,2508027,0.6,0.382,0
7177,2448738,84,edison,2020-11-04T02:49:21Z,tennessee,3060000,1522925,2458577,2508027,0.601,0.382,0
7178,2449578,84,edison,2020-11-04T02:49:42Z,tennessee,3060000,1522925,2458577,2508027,0.601,0.382,0
7179,2487769,85,edison,2020-11-04T02:51:39Z,tennessee,3060000,1522925,2458577,2508027,0.603,0.379,0
7180,2487778,85,edison,2020-11-04T02:51:51Z,tennessee,3060000,1522925,2458577,2508027,0.603,0.379,0
7181,2487785,85,edison,2020-11-04T02:54:49Z,tennessee,3060000,1522925,2458577,2508027,0.603,0.379,0
7182,2501095,86,edison,2020-11-04T02:55:34Z,tennessee,3060000,1522925,2458577,2508027,0.603,0.379,0
7183,2598315,89,edison,2020-11-04T02:56:00Z,tennessee,3060000,1522925,2458577,2508027,0.604,0.378,0
7184,2599823,89,edison,2020-11-04T02:57:42Z,tennessee,3060000,1522925,2458577,2508027,0.604,0.378,0
7185,2599880,89,edison,2020-11-04T03:00:18Z,tennessee,3060000,1522925,2458577,2508027,0.604,0.378,0
7186,2673241,92,edison,2020-11-04T03:06:37Z,tennessee,3060000,1522925,2458577,2508027,0.605,0.377,0
7187,2677732,92,edison,2020-11-04T03:08:46Z,tennessee,3060000,1522925,2458577,2508027,0.605,0.376,0
7188,2677811,92,edison,2020-11-04T03:09:05Z,tennessee,3060000,1522925,2458577,2508027,0.605,0.376,0
7189,2679250,92,edison,2020-11-04T03:09:19Z,tennessee,3060000,1522925,2458577,2508027,0.605,0.376,0
7190,2684683,92,edison,2020-11-04T03:11:13Z,tennessee,3060000,1522925,2458577,2508027,0.606,0.376,0
7191,2691070,92,edison,2020-11-04T03:12:33Z,tennessee,3060000,1522925,2458577,2508027,0.606,0.376,0
7192,2696005,93,edison,2020-11-04T03:13:34Z,tennessee,3060000,1522925,2458577,2508027,0.606,0.376,0
7193,2696048,93,edison,2020-11-04T03:14:04Z,tennessee,3060000,1522925,2458577,2508027,0.606,0.376,0
7194,2739774,94,edison,2020-11-04T03:28:42Z,tennessee,3060000,1522925,2458577,2508027,0.608,0.374,0
7195,2740518,94,edison,2020-11-04T03:29:15Z,tennessee,3060000,1522925,2458577,2508027,0.608,0.374,0
7196,2754095,95,edison,2020-11-04T03:29:30Z,tennessee,3060000,1522925,2458577,2508027,0.608,0.374,0
7197,2756863,95,edison,2020-11-04T03:32:41Z,tennessee,3060000,1522925,2458577,2508027,0.608,0.374,0
7198,2763536,95,edison,2020-11-04T03:34:36Z,tennessee,3060000,1522925,2458577,2508027,0.608,0.374,0
7199,2764199,95,edison,2020-11-04T03:34:54Z,tennessee,3060000,1522925,2458577,2508027,0.608,0.374,0
7200,2773295,95,edison,2020-11-04T03:39:07Z,tennessee,3060000,1522925,2458577,2508027,0.608,0.373,0
7201,2784756,96,edison,2020-11-04T03:42:24Z,tennessee,3060000,1522925,2458577,2508027,0.608,0.373,0
7202,2794227,96,edison,2020-11-04T03:43:51Z,tennessee,3060000,1522925,2458577,2508027,0.609,0.373,0
7203,2795509,96,edison,2020-11-04T03:49:33Z,tennessee,3060000,1522925,2458577,2508027,0.609,0.372,0
7204,2801183,96,edison,2020-11-04T03:53:07Z,tennessee,3060000,1522925,2458577,2508027,0.609,0.372,0
7205,2813795,97,edison,2020-11-04T03:54:24Z,tennessee,3060000,1522925,2458577,2508027,0.61,0.371,0
7206,2821108,97,edison,2020-11-04T03:55:33Z,tennessee,3060000,1522925,2458577,2508027,0.611,0.371,0
7207,2828238,97,edison,2020-11-04T03:57:22Z,tennessee,3060000,1522925,2458577,2508027,0.611,0.37,0
7208,2851632,98,edison,2020-11-04T04:00:00Z,tennessee,3060000,1522925,2458577,2508027,0.609,0.372,0
7209,2855620,98,edison,2020-11-04T04:03:41Z,tennessee,3060000,1522925,2458577,2508027,0.609,0.372,0
7210,2857429,98,edison,2020-11-04T04:05:47Z,tennessee,3060000,1522925,2458577,2508027,0.609,0.372,0
7211,2857823,98,edison,2020-11-04T04:13:40Z,tennessee,3060000,1522925,2458577,2508027,0.609,0.372,0
7212,2860095,98,edison,2020-11-04T04:17:22Z,tennessee,3060000,1522925,2458577,2508027,0.609,0.372,0
7213,2876614,99,edison,2020-11-04T04:22:18Z,tennessee,3060000,1522925,2458577,2508027,0.61,0.371,0
7214,2919975,99,edison,2020-11-04T04:23:07Z,tennessee,3060000,1522925,2458577,2508027,0.611,0.37,0
7215,2921517,99,edison,2020-11-04T04:24:02Z,tennessee,3060000,1522925,2458577,2508027,0.61,0.37,0
